user address,power_user,bgt_delegator,ibgt_lover,ibgt_enjoyoor,infrared_is_key,points_total,weight
0x2cfde5f48c96063a60929f945ce1b4711db5ab03,1,1,2,3,0,7,0.00035613570950955
0x2d2516aba0b01279d12c48d82fc12847633df725,1,1,2,3,0,7,0.00035613570950955
0x2d764dfeaac00390c69985631aaa7cc3fcfafaff,1,1,2,3,0,7,0.00035613570950955
0x2dcee554314d55cd93e7a9cdb22d07c0a51b4288,1,1,2,3,0,7,0.00035613570950955
0x2eba882bd3a9d500a7a6deab18b4cef747972662,1,1,2,3,0,7,0.00035613570950955
0x2ef0312eef82893eeaed0a32e00143830bf73310,1,1,2,3,0,7,0.00035613570950955
0x2f1be7e9d6f5ae564f82b7cdd79a3a51222e86ba,1,1,2,3,0,7,0.00035613570950955
0x2ffbd483a8be86f01d99cb62045d0f2c4397999b,1,1,2,3,0,7,0.00035613570950955
0x3094ea2500822117a3518cf76518c4f2ec1f01ca,1,1,2,3,0,7,0.00035613570950955
0x30970b824da988765e929072b87fccc40b3aeaf9,1,1,2,3,0,7,0.00035613570950955
0x30c393ba0e2136c1a7952e7a9d1b106970ff1553,1,1,2,3,0,7,0.00035613570950955
0x30dc326c44a2e64fbe5a86fbc756d3f51a79f43c,1,1,2,3,0,7,0.00035613570950955
0x312a70da2710e09cb9fcbb03c0748d0e5bf08571,1,1,2,3,0,7,0.00035613570950955
0x316eef7088c434f8db78ffecf312f60e3a710879,1,1,2,3,0,7,0.00035613570950955
0x317f7aa365570f3105a6725ffb647069507f6408,1,1,2,3,0,7,0.00035613570950955
0x32492afac34149a4d39bbc8f1466be411348405c,1,1,2,3,0,7,0.00035613570950955
0x329a8a038f02cda53e3af0de74193ea62568c360,1,1,2,3,0,7,0.00035613570950955
0x32babb97811735400dd1e2fab0b7d93b069c3f40,1,1,2,3,0,7,0.00035613570950955
0x32e7070c777e6f3b232e8aba19addf67b374147c,1,1,2,3,0,7,0.00035613570950955
0x330088cc40d2099e834674eac709090b48111803,1,1,2,3,0,7,0.00035613570950955
0x330db2ee65ee3cebab885b9f876539bd8483d13d,1,1,2,3,0,7,0.00035613570950955
0x33a0af3b9398817e1d934e57e16f3596614eed94,1,1,2,3,0,7,0.00035613570950955
0x33a4091c9712b41f5c4b751173a6aa91a8a24001,1,1,2,3,0,7,0.00035613570950955
0x3437858750273494ff292e7edd868d442cfce92e,1,1,2,3,0,7,0.00035613570950955
0x34bc3ccf60bb87ee05c68dd46210e5265d6cc3c7,1,1,2,3,0,7,0.00035613570950955
0x3511d7ea1878e19a15ad86b93cefb8bd57bfde98,1,1,2,3,0,7,0.00035613570950955
0x352bea735246b222d56d817029c90f80a1bed8cf,1,1,2,3,0,7,0.00035613570950955
0x3537fa9b18e1d6bd074fc2e3ee4162d913c1231e,1,1,2,3,0,7,0.00035613570950955
0x355d9bfb6264533698246fe4b90a56d009fe5385,1,1,2,3,0,7,0.00035613570950955
0x356b938faa427c35abfe561363b8da155a5011a5,1,1,2,3,0,7,0.00035613570950955
0x3574e417f432c58ec1138d226ec3b170e4471c0b,1,1,2,3,0,7,0.00035613570950955
0x3625eff632eab044489a46014dd168ccb5112240,1,1,2,3,0,7,0.00035613570950955
0x36f8e2f70b4638335222ccca3d3b584ab9058984,1,1,2,3,0,7,0.00035613570950955
0x373e4ac44df7ac47be3e0a8576f98ce075534d41,1,1,2,3,0,7,0.00035613570950955
0x37c1322d68734d011adeace6ad39610cc231bc86,1,1,2,3,0,7,0.00035613570950955
0x37d76681f08307a4d6ff79e385ef86e51be43696,1,1,2,3,0,7,0.00035613570950955
0x37ded80a091831c4b3293add5efc8ff23a1da95a,1,1,2,3,0,7,0.00035613570950955
0x38b045c02ebf8d38a6244be9a13e8a50f86d7890,1,1,2,3,0,7,0.00035613570950955
0x392967779077e1eef051ca7ba29ee3d9a871b56c,1,1,2,3,0,7,0.00035613570950955
0x392d239ca864ea36f086196dd09d930ee3fc03ee,1,1,2,3,0,7,0.00035613570950955
0x39a52d6fa3852764660b9a50a617bd70f26e843e,1,1,2,3,0,7,0.00035613570950955
0x39d09767373221b53f499bff686cd01a3ee3e526,1,1,2,3,0,7,0.00035613570950955
0x39f353f61864294dd73996b530a3412b70681a62,1,1,2,3,0,7,0.00035613570950955
0x3a2f2ec3e482b01ac2353a0baddc850ca18028fb,1,1,2,3,0,7,0.00035613570950955
0x3a39899dc78b7307acd83f51463c853fa79e1b09,1,1,2,3,0,7,0.00035613570950955
0x3a51f6aa783ad11e10f217ca6b9c782688787e49,1,1,2,3,0,7,0.00035613570950955
0x3a75f02a4e1f23a18f3556dc40b692ce6e359639,1,1,2,3,0,7,0.00035613570950955
0x3abb3091861faaf3200cbaf10254a91376c2189e,1,1,2,3,0,7,0.00035613570950955
0x3af99b245330e231ce32c2b22b4ad45bc27e18cb,1,1,2,3,0,7,0.00035613570950955
0x3b17b2508250510981b8ebecc7a2b3c5ecf10ecd,1,1,2,3,0,7,0.00035613570950955
0x3bc0ab9c16bb49b0b2f5dbdda1a99ecb63acc08f,1,1,2,3,0,7,0.00035613570950955
0x3bca2fb054d1fd6dac9d22f1c7188152aec0fdd8,1,1,2,3,0,7,0.00035613570950955
0x3c1e46e2d88e4cf6994a5b2e75242effe0c92243,1,0,0,3,3,7,0.00035613570950955
0x3c2dcbbdfa23951f4cda0aa3e293dd596a4c247a,1,1,2,3,0,7,0.00035613570950955
0x3c698d1e054a921dcf46bc213ca407e39ae4db8d,1,1,2,3,0,7,0.00035613570950955
0x3c88257b5532bf20e46181ce829bab2767b0c0db,1,1,2,3,0,7,0.00035613570950955
0x3ce9ac0dd8277e2993e83534d15e65caf00165ed,1,1,2,3,0,7,0.00035613570950955
0x3cf85e49f0a75e994fb89ee00470256434e80875,1,1,2,3,0,7,0.00035613570950955
0x3d8a6503407f0527c41db462802409fcb7049810,1,1,2,3,0,7,0.00035613570950955
0x3dec3c07d209914f3cc13c7492ac12e559c9dd7f,1,1,2,3,0,7,0.00035613570950955
0x3dff083d1b045fa637f114ecb7987a412a573e50,1,1,2,3,0,7,0.00035613570950955
0x3e8d1694270b2f3aab6cfc4cc3874e6b8960f073,1,1,2,3,0,7,0.00035613570950955
0x3ef346fd7a99773fe76a439c74adaa2616439e68,1,1,2,3,0,7,0.00035613570950955
0x3f5b339cc8f1b52d89905ff2e099fb6af0aa842f,1,1,2,3,0,7,0.00035613570950955
0x3fa666a70823207103855421c26ff088373b17bd,1,1,2,3,0,7,0.00035613570950955
0x40e6bdf930e1246784477905b58aa369ca6e0e1b,1,1,2,3,0,7,0.00035613570950955
0x40f1a6e618e99fbf1970836faae3f8cb2f85c8a6,1,1,2,3,0,7,0.00035613570950955
0x40f9af895ca733999b7bf4ef968eb31b026a5b51,1,1,2,3,0,7,0.00035613570950955
0x411611739b9609501f5e85883138ab50dd69b094,1,1,2,3,0,7,0.00035613570950955
0x419a2b160c0db5da0011d8aa96f86d7a6fdd25a5,1,1,2,3,0,7,0.00035613570950955
0x420ca3988aed4124e742cb1f8d6b06fe4c887083,1,1,2,3,0,7,0.00035613570950955
0x422d20b24b771dc88b6d42749918a7826a89bf6a,1,1,2,3,0,7,0.00035613570950955
